type,coursecode,sectioncode,id,coursetitle
ECON,1050,03,4447,"Introductory Microeconomics"
ECON,1050,DE,4448,"Introductory Microeconomics"
ECON,1100,DE,4449,"Introductory Macroeconomics"
ECON,2100,01,4450,"Econ Growth & Environ Quality"
ECON,2200,01,4451,"Industrial Relations"
ECON,2310,0101,4452,"Intermediate Microeconomics"
ECON,2310,0102,4453,"Intermediate Microeconomics"
ECON,2310,0103,4454,"Intermediate Microeconomics"
ECON,2310,0204,4455,"Intermediate Microeconomics"
ECON,2310,0205,4456,"Intermediate Microeconomics"
ECON,2310,0206,4457,"Intermediate Microeconomics"
ECON,2310,0307,4458,"Intermediate Microeconomics"
ECON,2310,0308,4459,"Intermediate Microeconomics"
ECON,2310,0309,4460,"Intermediate Microeconomics"
ECON,2410,0101,4461,"Intermediate Macroeconomics"
ECON,2410,0102,4462,"Intermediate Macroeconomics"
ECON,2410,0103,4463,"Intermediate Macroeconomics"
ECON,2560,01,4464,"Theory of Finance"
ECON,2560,02,4465,"Theory of Finance"
ECON,2560,03,4466,"Theory of Finance"
ECON,2650,0101,4467,"Intro to Econ Development"
ECON,2650,0102,4468,"Intro to Econ Development"
ECON,2650,0203,4469,"Intro to Econ Development"
ECON,2650,0204,4470,"Intro to Econ Development"
ECON,2720,01,4471,"Business History"
ECON,2740,0101,4472,"Economic Statistics"
ECON,2740,0102,4473,"Economic Statistics"
ECON,2740,0203,4474,"Economic Statistics"
ECON,2740,0204,4475,"Economic Statistics"
ECON,2740,0305,4476,"Economic Statistics"
ECON,2740,0306,4477,"Economic Statistics"
ECON,2770,0101,4478,"Intro Mathematical Economics"
ECON,2770,0102,4479,"Intro Mathematical Economics"
ECON,2770,0103,4480,"Intro Mathematical Economics"
ECON,2770,0204,4481,"Intro Mathematical Economics"
ECON,2770,0205,4482,"Intro Mathematical Economics"
ECON,3360,01,4483,"The Strategy of M & A"
ECON,3500,01,4484,"Urban Economics"
ECON,3520,01,4485,"Labour Economics"
ECON,3530,01,4486,"Industrial Organization"
ECON,3620,01,4487,"International Trade"
ECON,3660,01,4488,"Economics of Equity Markets"
ECON,3710,0101,4489,"Advanced Microeconomics"
ECON,3710,0202,4490,"Advanced Microeconomics"
ECON,3740,0101,4491,"Introduction to Econometrics"
ECON,3740,0102,4492,"Introduction to Econometrics"
ECON,3740,0105,4493,"Introduction to Econometrics"
ECON,3740,0203,4494,"Introduction to Econometrics"
ECON,3740,0204,4495,"Introduction to Econometrics"
ECON,3860,01,4496,"International Finance"
ECON,4400,DE,4497,"Organizations & Corp Gvrnce"
ECON,4640,0101,4498,"Applied Econometrics I"
ECON,4660,01,4499,"Risk Management in Fin & Insur"
ECON,4700,0101,4500,"Advanced Mathematical Econ"
ECON,4710,01,4501,"Adv Topics in Microeconomics"
ECON,4830,01,4502,"Economic Development"
ECON,4890,01,4503,"History of Economic Thought"
ECON,4900,01,4504,"Special Study in Economics"
ECON,4910,01,4505,"Special Study in Economics"
ECON,4930,01,4506,"Environmental Economics"
EDRD,2020,DE,4519,"Interpersonal Communication"
EDRD,2250,DE,4520,"Planning Theory & Practice"
EDRD,2650,DE,4521,"Intro to Planning & Envmtl Law"
EDRD,3050,01,4522,"Agricultural Communication I"
EDRD,3120,DE,4523,"Educational Communication"
EDRD,3450,DE,4524,"Watershed Planning Practice"
EDRD,3500,DE,4525,"Recreation & Tourism Planning"
EDRD,4020,01,4526,"Rural Ext in Change & Dvlpmt"
EDRD,4120,DE,4527,"Leadership Dvlpmt/ Small Comm"
ENGG,1070,01,4530,"Occupational Health & Safety"
ENGG,1100,0101,4531,"Engineering and Design I"
ENGG,1100,0102,4532,"Engineering and Design I"
ENGG,1100,0103,4533,"Engineering and Design I"
ENGG,1100,0104,4534,"Engineering and Design I"
ENGG,1100,0105,4535,"Engineering and Design I"
ENGG,1100,0106,4536,"Engineering and Design I"
ENGG,1100,0107,4537,"Engineering and Design I"
ENGG,1100,0108,4538,"Engineering and Design I"
ENGG,1210,0101,4539,"Engineering Mechanics"
ENGG,1210,0102,4540,"Engineering Mechanics"
ENGG,1210,0103,4541,"Engineering Mechanics"
ENGG,1210,0104,4542,"Engineering Mechanics"
ENGG,1210,0105,4543,"Engineering Mechanics"
ENGG,1210,0106,4544,"Engineering Mechanics"
ENGG,1210,0107,4545,"Engineering Mechanics"
ENGG,1210,0108,4546,"Engineering Mechanics"
ENGG,1210,0109,4547,"Engineering Mechanics"
ENGG,2100,0101,4548,"Engineering and Design II"
ENGG,2100,0101,4549,"Engineering and Design II"
ENGG,2100,0101,4550,"Engineering and Design II"
ENGG,2100,0101,4551,"Engineering and Design II"
ENGG,2100,0101,4552,"Engineering and Design II"
ENGG,2100,0102,4553,"Engineering and Design II"
ENGG,2100,0102,4554,"Engineering and Design II"
ENGG,2100,0102,4555,"Engineering and Design II"
ENGG,2100,0102,4556,"Engineering and Design II"
ENGG,2100,0102,4557,"Engineering and Design II"
ENGG,2100,0103,4558,"Engineering and Design II"
ENGG,2100,0103,4559,"Engineering and Design II"
ENGG,2100,0103,4560,"Engineering and Design II"
ENGG,2100,0103,4561,"Engineering and Design II"
ENGG,2100,0103,4562,"Engineering and Design II"
ENGG,2100,0104,4563,"Engineering and Design II"
ENGG,2100,0104,4564,"Engineering and Design II"
ENGG,2100,0104,4565,"Engineering and Design II"
ENGG,2100,0104,4566,"Engineering and Design II"
ENGG,2100,0104,4567,"Engineering and Design II"
ENGG,2100,0105,4568,"Engineering and Design II"
ENGG,2100,0105,4569,"Engineering and Design II"
ENGG,2100,0105,4570,"Engineering and Design II"
ENGG,2100,0105,4571,"Engineering and Design II"
ENGG,2100,0105,4572,"Engineering and Design II"
ENGG,2120,0101,4573,"Material Science"
ENGG,2120,0102,4574,"Material Science"
ENGG,2120,0103,4575,"Material Science"
ENGG,2120,0104,4576,"Material Science"
ENGG,2120,0105,4577,"Material Science"
ENGG,2120,0106,4578,"Material Science"
ENGG,2120,0107,4579,"Material Science"
ENGG,2120,0108,4580,"Material Science"
ENGG,2120,0109,4581,"Material Science"
ENGG,2120,0110,4582,"Material Science"
ENGG,2120,0111,4583,"Material Science"
ENGG,2160,0101,4584,"Engineering Mechanics II"
ENGG,2160,0102,4585,"Engineering Mechanics II"
ENGG,2160,0103,4586,"Engineering Mechanics II"
ENGG,2160,0104,4587,"Engineering Mechanics II"
ENGG,2160,0105,4588,"Engineering Mechanics II"
ENGG,2160,0106,4589,"Engineering Mechanics II"
ENGG,2160,0107,4590,"Engineering Mechanics II"
ENGG,2230,0101,4591,"Fluid Mechanics"
ENGG,2230,0102,4592,"Fluid Mechanics"
ENGG,2230,0103,4593,"Fluid Mechanics"
ENGG,2230,0104,4594,"Fluid Mechanics"
ENGG,2230,0105,4595,"Fluid Mechanics"
ENGG,2230,0106,4596,"Fluid Mechanics"
ENGG,2400,0101,4597,"Engineering Systems Analysis"
ENGG,2400,0102,4598,"Engineering Systems Analysis"
ENGG,2400,0103,4599,"Engineering Systems Analysis"
ENGG,2400,0104,4600,"Engineering Systems Analysis"
ENGG,2400,0105,4601,"Engineering Systems Analysis"
ENGG,2400,0106,4602,"Engineering Systems Analysis"
ENGG,2400,0107,4603,"Engineering Systems Analysis"
ENGG,2400,0108,4604,"Engineering Systems Analysis"
ENGG,2400,0109,4605,"Engineering Systems Analysis"
ENGG,2400,0110,4606,"Engineering Systems Analysis"
ENGG,2400,0201,4607,"Engineering Systems Analysis"
ENGG,2400,0202,4608,"Engineering Systems Analysis"
ENGG,2400,0203,4609,"Engineering Systems Analysis"
ENGG,2400,0204,4610,"Engineering Systems Analysis"
ENGG,2400,0205,4611,"Engineering Systems Analysis"
ENGG,2400,0206,4612,"Engineering Systems Analysis"
ENGG,2400,0207,4613,"Engineering Systems Analysis"
ENGG,2400,0208,4614,"Engineering Systems Analysis"
ENGG,2400,0209,4615,"Engineering Systems Analysis"
ENGG,2400,0210,4616,"Engineering Systems Analysis"
ENGG,2410,0101,4617,"Digital Systems Design"
ENGG,2410,0101,4618,"Digital Systems Design"
ENGG,2410,0102,4619,"Digital Systems Design"
ENGG,2410,0102,4620,"Digital Systems Design"
ENGG,3050,0101,4621,"Embedded Reconfig Comp Syst"
ENGG,3070,0101,4622,"Integrated Manuf Systems"
ENGG,3070,0102,4623,"Integrated Manuf Systems"
ENGG,3070,0103,4624,"Integrated Manuf Systems"
ENGG,3070,0104,4625,"Integrated Manuf Systems"
ENGG,3080,0101,4626,"Energy Resources & Tech."
ENGG,3080,0102,4627,"Energy Resources & Tech."
ENGG,3080,0103,4628,"Energy Resources & Tech."
ENGG,3080,0104,4629,"Energy Resources & Tech."
ENGG,3140,0101,4630,"Mechanical Vibration"
ENGG,3140,0101,4631,"Mechanical Vibration"
ENGG,3140,0101,4632,"Mechanical Vibration"
ENGG,3140,0102,4633,"Mechanical Vibration"
ENGG,3140,0102,4634,"Mechanical Vibration"
ENGG,3140,0102,4635,"Mechanical Vibration"
ENGG,3140,0103,4636,"Mechanical Vibration"
ENGG,3140,0103,4637,"Mechanical Vibration"
ENGG,3140,0103,4638,"Mechanical Vibration"
ENGG,3140,0104,4639,"Mechanical Vibration"
ENGG,3140,0104,4640,"Mechanical Vibration"
ENGG,3140,0104,4641,"Mechanical Vibration"
ENGG,3140,0105,4642,"Mechanical Vibration"
ENGG,3140,0105,4643,"Mechanical Vibration"
ENGG,3140,0105,6660,"Mechanical Vibration"
ENGG,3140,0106,4644,"Mechanical Vibration"
ENGG,3140,0106,4645,"Mechanical Vibration"
ENGG,3140,0106,4646,"Mechanical Vibration"
ENGG,3150,0101,4647,"Engineering Biomechanics"
ENGG,3150,0102,4648,"Engineering Biomechanics"
ENGG,3150,0103,4649,"Engineering Biomechanics"
ENGG,3150,0104,4650,"Engineering Biomechanics"
ENGG,3160,0101,4651,"Biological Eng Systems II"
ENGG,3160,0102,4652,"Biological Eng Systems II"
ENGG,3180,0101,4654,"Air Quality"
ENGG,3180,0102,4655,"Air Quality"
ENGG,3180,0103,4656,"Air Quality"
ENGG,3240,01,4657,"Engineering Economics"
ENGG,3260,0101,4658,"Thermodynamics"
ENGG,3260,0102,4659,"Thermodynamics"
ENGG,3260,0103,4660,"Thermodynamics"
ENGG,3260,0104,4661,"Thermodynamics"
ENGG,3260,0105,4662,"Thermodynamics"
ENGG,3260,0106,4663,"Thermodynamics"
ENGG,3260,0107,4664,"Thermodynamics"
ENGG,3260,0108,4665,"Thermodynamics"
ENGG,3260,0109,4666,"Thermodynamics"
ENGG,3260,0110,4667,"Thermodynamics"
ENGG,3260,0201,4668,"Thermodynamics"
ENGG,3260,0202,4669,"Thermodynamics"
ENGG,3260,0203,4670,"Thermodynamics"
ENGG,3260,0204,4671,"Thermodynamics"
ENGG,3260,0205,4672,"Thermodynamics"
ENGG,3260,0206,4673,"Thermodynamics"
ENGG,3260,0207,4674,"Thermodynamics"
ENGG,3260,0208,4675,"Thermodynamics"
ENGG,3260,0209,4676,"Thermodynamics"
ENGG,3260,0210,4677,"Thermodynamics"
ENGG,3280,0101,4678,"Machine Design"
ENGG,3280,0102,4679,"Machine Design"
ENGG,3280,0103,4680,"Machine Design"
ENGG,3280,0104,4681,"Machine Design"
ENGG,3280,0105,4682,"Machine Design"
ENGG,3340,01,4683,"GIS in Environmental Eng"
ENGG,3390,0101,4684,"Signal Processing"
ENGG,3390,0102,4685,"Signal Processing"
ENGG,3390,0103,4686,"Signal Processing"
ENGG,3450,0101,4687,"Electronic Devices"
ENGG,3450,0102,4688,"Electronic Devices"
ENGG,3450,0103,4689,"Electronic Devices"
ENGG,3510,0101,4690,"Electromechanical Devices"
ENGG,3510,0101,4691,"Electromechanical Devices"
ENGG,3510,0101,4692,"Electromechanical Devices"
ENGG,3510,0102,4693,"Electromechanical Devices"
ENGG,3510,0102,4694,"Electromechanical Devices"
ENGG,3510,0102,4695,"Electromechanical Devices"
ENGG,3510,0103,4696,"Electromechanical Devices"
ENGG,3510,0103,4697,"Electromechanical Devices"
ENGG,3510,0103,4698,"Electromechanical Devices"
ENGG,3510,0104,4699,"Electromechanical Devices"
ENGG,3510,0104,4700,"Electromechanical Devices"
ENGG,3510,0104,4701,"Electromechanical Devices"
ENGG,3510,0105,4702,"Electromechanical Devices"
ENGG,3510,0105,4703,"Electromechanical Devices"
ENGG,3510,0105,4704,"Electromechanical Devices"
ENGG,3510,0106,4705,"Electromechanical Devices"
ENGG,3510,0106,4706,"Electromechanical Devices"
ENGG,3510,0106,4707,"Electromechanical Devices"
ENGG,3590,0101,4708,"Water Quality"
ENGG,3590,0101,4709,"Water Quality"
ENGG,3590,0102,4710,"Water Quality"
ENGG,3590,0102,4711,"Water Quality"
ENGG,3590,0103,4712,"Water Quality"
ENGG,3590,0103,4713,"Water Quality"
ENGG,3590,0104,4714,"Water Quality"
ENGG,3590,0104,4715,"Water Quality"
ENGG,3590,0105,4716,"Water Quality"
ENGG,3590,0105,4717,"Water Quality"
ENGG,3640,0101,4718,"Microcomputer Interfacing"
ENGG,3640,0102,4719,"Microcomputer Interfacing"
ENGG,3650,0101,4720,"Hydrology"
ENGG,3650,0102,4721,"Hydrology"
ENGG,3670,0101,4722,"Soil Mechanics"
ENGG,3670,0101,4723,"Soil Mechanics"
ENGG,3670,0101,4724,"Soil Mechanics"
ENGG,3670,0102,4725,"Soil Mechanics"
ENGG,3670,0102,4726,"Soil Mechanics"
ENGG,3670,0102,4727,"Soil Mechanics"
ENGG,3670,0104,4731,"Soil Mechanics"
ENGG,3670,0104,4732,"Soil Mechanics"
ENGG,3670,0104,4733,"Soil Mechanics"
ENGG,3700,0101,4734,"Optimization for Engineers"
ENGG,3700,0102,4735,"Optimization for Engineers"
ENGG,3700,0103,4736,"Optimization for Engineers"
ENGG,3700,0104,4737,"Optimization for Engineers"
ENGG,3830,0101,4738,"Bio-Process Engineering"
ENGG,4000,01,4739,"Proposal Engineering Design IV"
ENGG,4040,0101,4740,"Medical Imaging Modalities"
ENGG,4040,0102,4741,"Medical Imaging Modalities"
ENGG,4040,0103,4742,"Medical Imaging Modalities"
ENGG,4040,0104,4743,"Medical Imaging Modalities"
ENGG,4080,0101,4744,"Micro & Nano-Scale Electronics"
ENGG,4080,0102,4745,"Micro & Nano-Scale Electronics"
ENGG,4110,0101,4746,"Biological Eng Design IV"
ENGG,4120,0101,4747,"Systems & Comp Eng Design IV"
ENGG,4130,0101,4748,"Environmental Eng Design IV"
ENGG,4150,0101,4749,"Water Resourses Design IV"
ENGG,4160,0101,4750,"Mechanical Eng Design IV"
ENGG,4170,0101,4751,"Computer Engineering Design IV"
ENGG,4180,0101,4752,"Biomedical Eng. Design IV"
ENGG,4230,0101,4753,"Energy Conservation"
ENGG,4230,0102,4754,"Energy Conservation"
ENGG,4230,0103,4755,"Energy Conservation"
ENGG,4240,0101,4757,"Site Remediation"
ENGG,4340,0101,4758,"Solid & Hazardous Waste Mgmt"
ENGG,4340,0103,4760,"Solid & Hazardous Waste Mgmt"
ENGG,4360,0101,4761,"Soil-Water Cons Systems Dsgn"
ENGG,4370,0101,4762,"Urban Water Systems Design"
ENGG,4370,0102,4763,"Urban Water Systems Design"
ENGG,4390,0101,4764,"Bio-instrumentation Design"
ENGG,4390,0102,4765,"Bio-instrumentation Design"
ENGG,4390,0103,4766,"Bio-instrumentation Design"
ENGG,4400,0101,4767,"Biomechanical Engineer Design"
ENGG,4400,0102,4768,"Biomechanical Engineer Design"
ENGG,4400,0103,4769,"Biomechanical Engineer Design"
ENGG,4420,0102,4771,"Real-Time Systems Design"
ENGG,4420,0103,4772,"Real-Time Systems Design"
ENGG,4450,0101,4773,"Large-Scale Software Arch Eng"
ENGG,4450,0102,4774,"Large-Scale Software Arch Eng"
ENGG,4460,0101,4775,"Robotic Systems"
ENGG,4460,0102,4776,"Robotic Systems"
ENGG,4460,0103,4777,"Robotic Systems"
ENGG,4460,0104,4778,"Robotic Systems"
ENGG,4470,0101,4779,"Finite Element Analysis"
ENGG,4470,0102,4780,"Finite Element Analysis"
ENGG,4650,0101,4781,"Integ. Sensors & Photonic Dev."
ENGG,4770,0101,4782,"Physical & Chemical Treatment"
ENGG,4770,0102,4783,"Physical & Chemical Treatment"
ENGG,4810,0101,4784,"Atmospheric Particulates"
ENGG,4810,0103,4786,"Atmospheric Particulates"
ENGL,1030,01,4806,"Effective Writing"
ENGL,1080,0101,4807,"Reading the Past"
ENGL,1080,0102,4808,"Reading the Past"
ENGL,1080,0204,4810,"Reading the Past"
ENGL,1080,0205,4811,"Reading the Past"
ENGL,1080,0206,4812,"Reading the Past"
ENGL,1200,01,4813,"Reading the Contemporary World"
ENGL,2080,0101,4814,"Finding a Critical Voice"
ENGL,2080,0102,4815,"Finding a Critical Voice"
ENGL,2120,01,4816,"Seminar: Critical Practices"
ENGL,2120,02,4817,"Seminar: Critical Practices"
ENGL,2130,01,4819,"Literature and Social Change"
ENGL,2130,02,4820,"Literature and Social Change"
ENGL,2200,01,4821,"Postcolonial Literatures"
ENGL,2740,01,4822,"Children's Literature"
ENGL,2920,01,6774,"Elements of Creative Writing"
ENGL,2920,02,7100,"Elements of Creative Writing"
ENGL,3060,01,4823,"Intermediate Poetry Writing"
ENGL,3080,01,4824,"History of the English Lang"
ENGL,3090,01,4825,"Special Topics Workshop"
ENGL,3120,01,4826,"Shakespearean Receptions"
ENGL,3320,01,4827,"Romanticism to Victorianism"
ENGL,3860,01,4828,"Literary and Cultural Studies"
ENGL,3940,01,4829,"Form, Genre & Literary Value"
ENGL,3940,02,4830,"Form, Genre & Literary Value"
ENGL,3940,03,6775,"Form, Genre & Literary Value"
ENGL,3960,01,4831,"Literature in History"
ENGL,3960,02,4832,"Literature in History"
ENGL,4250,01,4833,"18th- & 19th-c Literatures"
ENGL,4270,01,4834,"United States Literatures"
ENGL,4310,01,4835,"Special Studies in English"
ENGL,4400,01,4836,"Postcolonial Literatures"
ENGL,4720,01,4837,"Creative Writing: Prose/Poetry"
ENGL,4810,01,4838,"Directed Reading"
ENGL,4890,01,4839,"Contemporary Literary Theory"
ENGL,4910,01,4840,"Honours English Essay"
ENVS,1030,0101,4847,"Intro Environmental Sciences"
ENVS,1030,0102,4848,"Intro Environmental Sciences"
ENVS,1030,0103,4849,"Intro Environmental Sciences"
ENVS,1030,0104,4850,"Intro Environmental Sciences"
ENVS,1030,0105,4851,"Intro Environmental Sciences"
ENVS,1030,0106,4852,"Intro Environmental Sciences"
ENVS,1030,0107,4853,"Intro Environmental Sciences"
ENVS,1060,DE,4854,"Principles of Geology"
ENVS,1100,01,4855,"Fundamentals of Environ. Sci."
ENVS,2030,0101,4856,"Meteorology and Climatology"
ENVS,2030,0102,4857,"Meteorology and Climatology"
ENVS,2060,0101,4858,"Soil Science"
ENVS,2060,0102,4859,"Soil Science"
ENVS,2060,0103,4860,"Soil Science"
ENVS,2060,0104,4861,"Soil Science"
ENVS,2060,0105,6759,"Soil Science"
ENVS,2070,DE,4862,"Environmental Perspectives"
ENVS,2120,DE,4863,"Intro to Envirnmtl Stewardship"
ENVS,2130,DE,4864,"Eating Sustainably in Ontario"
ENVS,2210,01,4865,"Apiculture & Honey Bee Biology"
ENVS,2230,0101,4866,"Communications in Environ."
ENVS,2240,0101,4867,"Environmental Geology"
ENVS,2240,0102,4868,"Environmental Geology"
ENVS,2270,DE,4869,"Impacts of Climate Change"
ENVS,2310,0101,4870,"Earth Surface Processes"
ENVS,2330,0101,4871,"Ecosystem Sci. & Biodiversity"
ENVS,2330,0102,4872,"Ecosystem Sci. & Biodiversity"
ENVS,2330,0103,4873,"Ecosystem Sci. & Biodiversity"
ENVS,3000,0101,4874,"Nature Interpretation"
ENVS,3010,01,4875,"Climate Change Biology"
ENVS,3020,DE,4876,"Pesticides and the Environment"
ENVS,3030,01,4877,"Conservation Field Course"
ENVS,3040,DE,4878,"Natural Chems in the Environ"
ENVS,3080,DE,4879,"Soil and Water Conservation"
ENVS,3100,01,4880,"Intern/Externship Environ Sc"
ENVS,3140,0101,4881,"Mngt of Turfgrass Diseases"
ENVS,3180,0101,6653,"Sedimentary Environments"
ENVS,3210,0101,4883,"Plant Pathology"
ENVS,3220,0101,4884,"Terrestrial Chemistry"
ENVS,3230,0101,4885,"Agroforestry Systems"
ENVS,3290,0101,4886,"Waterborne Disease Ecology"
ENVS,3290,0102,4887,"Waterborne Disease Ecology"
ENVS,3340,0101,4888,"Use of Mgmt Env Data"
ENVS,3340,0102,4889,"Use of Mgmt Env Data"
ENVS,3410,01,4890,"Independent Research I"
ENVS,3420,01,4891,"Independent Research II"
ENVS,3430,01,4892,"Independent Research"
ENVS,3510,01,4893,"Independent Study I"
ENVS,3520,01,4894,"Independent Study II"
ENVS,3530,01,4895,"Independent Study"
ENVS,4001,01,4896,"Project in Enviro. Sciences"
ENVS,4090,0101,4897,"Soil Management"
ENVS,4090,0102,4898,"Soil Management"
ENVS,4160,0101,4899,"Soil and Nutrient Management"
ENVS,4160,0101,4900,"Soil and Nutrient Management"
ENVS,4230,01,4901,"Biology of Aquatic Insects"
ENVS,4260,01,4902,"Field Entomology"
ENVS,4350,0101,4903,"Forest Ecology"
ENVS,4390,0101,4904,"Soil Variability & Land Eval."
ENVS,4410,01,4905,"Adv. Independent Research I"
ENVS,4420,01,4906,"Adv. Independent Research II"
ENVS,4430,01,4907,"Adv. Independent Research"
ENVS,4510,01,4908,"Adv. Independent Study I"
ENVS,4520,01,4909,"Adv. Independent Study II"
ENVS,4530,01,4910,"Adv. Independent Study"
EQN,1010,0101,4923,"Intro to Equine Management"
EQN,1010,0102,4924,"Intro to Equine Management"
EQN,2060,0101,4925,"Equine Event Management I"
EQN,2200,01,4926,"Equine Ind Trends & Issues I"
EQN,3070,0101,4927,"Equine Health Management"
EQN,4400,01,4928,"Equine Ind Trends & Issues II"
EURO,1100,0101,4929,"European Cinema"
EURO,1100,0102,4930,"European Cinema"
EURO,1100,0103,4931,"European Cinema"
EURO,1100,0104,4932,"European Cinema"
EURO,1100,0105,4933,"European Cinema"
EURO,2200,01,4934,"Towards European Modernism"
EURO,4050,01,4935,"Post-Cold War Europe"
EURO,4740,01,4936,"Research Project"
EURO,4740,02,4937,"Research Project"
EURO,4740,03,4938,"Research Project"
EURO,4740,04,4939,"Research Project"
FARE,2700,01,4945,"Survey of Natural Resource Eco"
FARE,3030,0101,4946,"The Firm and Markets"
FARE,3250,01,4947,"Food & International Dvt"
FARE,3310,01,4948,"Operations Management"
FARE,4210,01,4949,"World Agriculture & Econ. Dev."
FARE,4290,01,4950,"Land Economics"
FARE,4370,01,4951,"Food & Agri Marketing Mngmt"
FARE,4500,01,4952,"Decision Science"
FARE,4550,01,4953,"Independent Studies I"
FARE,4560,01,4954,"Independent Studies II"
FOOD,2150,01,4969,"Intro Nutritional & Food Sci"
FOOD,2420,DE,4970,"Intro to Food Microbiology"
FOOD,3030,0101,4971,"Food Chemistry I"
FOOD,3030,0102,4972,"Food Chemistry I"
FOOD,3030,0103,4973,"Food Chemistry I"
FOOD,3050,01,4974,"Food Chemistry I"
FOOD,3090,0101,4975,"Food Science & Human Nutrition"
FOOD,3090,0102,4976,"Food Science & Human Nutrition"
FOOD,3160,0101,4977,"Food Processing I"
FOOD,3160,0102,4978,"Food Processing I"
FOOD,3230,0101,4979,"Food Microbiology"
FOOD,3240,01,4980,"Food Microbiology"
FOOD,3430,DE,4981,"Introduction to Food Analysis"
FOOD,4070,01,4982,"Food Packaging"
FOOD,4190,01,4983,"Advanced Food Analysis"
FOOD,4220,01,4984,"Topics in Food Science"
FOOD,4230,01,4985,"Research in Food Science"
FOOD,4260,0101,4986,"Food Product Development I"
FOOD,4520,0101,4987,"Utilization of Cereal Grains"
FREN,1100,DE,5026,"Basic French: Listening"
FREN,1200,0101,5028,"French Language I"
FREN,1200,0102,5029,"French Language I"
FREN,1200,0103,5030,"French Language I"
FREN,1200,0204,5031,"French Language I"
FREN,1200,0205,5032,"French Language I"
FREN,1200,0206,5033,"French Language I"
FREN,1200,0307,5034,"French Language I"
FREN,1200,0308,5035,"French Language I"
FREN,1200,0309,5036,"French Language I"
FREN,1300,0101,5037,"French Language II"
FREN,1300,0102,5038,"French Language II"
FREN,1300,0103,5039,"French Language II"
FREN,1300,0204,5040,"French Language II"
FREN,1300,0205,5041,"French Language II"
FREN,1300,0206,5042,"French Language II"
FREN,2020,0101,5043,"France: Literature & Society"
FREN,2020,0102,5044,"France: Literature & Society"
FREN,2020,0103,5045,"France: Literature & Society"
FREN,2060,0101,5046,"Quebec: Literature & Society"
FREN,2060,0102,5047,"Quebec: Literature & Society"
FREN,2060,0103,5048,"Quebec: Literature & Society"
FREN,2520,01,5049,"French Composition I"
FREN,3030,01,5050,"Good and Evil"
FREN,3500,01,5051,"French Translation II"
FREN,3700,01,6964,"Experiential Learning & Lang"
FREN,4600,01,5052,"Honours Sem in French Studies"
FREN,4740,01,5053,"Res Paper in French Studies I"
FREN,4740,02,5054,"Res Paper in French Studies I"
FREN,4740,03,5055,"Res Paper in French Studies I"
FREN,4740,04,5056,"Res Paper in French Studies I"
FREN,4740,05,5057,"Res Paper in French Studies I"
FREN,4770,01,5058,"Res Paper in French Studies II"
FREN,4770,02,5059,"Res Paper in French Studies II"
FREN,4770,03,5060,"Res Paper in French Studies II"
FREN,4770,04,5061,"Res Paper in French Studies II"
FRHD,1010,DE,5068,"Human Development"
FRHD,1100,01,5069,"Life: Health and Well-Being"
FRHD,2060,01,5070,"Adult Development and Aging"
FRHD,2100,0101,5071,"Development of Human Sexuality"
FRHD,2100,0102,5072,"Development of Human Sexuality"
FRHD,2100,0103,5073,"Development of Human Sexuality"
FRHD,2100,0104,5074,"Development of Human Sexuality"
FRHD,2100,0105,5075,"Development of Human Sexuality"
FRHD,2100,0106,5076,"Development of Human Sexuality"
FRHD,2100,0107,5077,"Development of Human Sexuality"
FRHD,2100,0108,5078,"Development of Human Sexuality"
FRHD,2100,0109,5079,"Development of Human Sexuality"
FRHD,2100,0110,5080,"Development of Human Sexuality"
FRHD,2110,DE,5081,"Exceptional Children & Youth"
FRHD,2270,01,5082,"Dvlmt in Early/Mid Childhood"
FRHD,3060,01,5083,"Social Gerontology"
FRHD,3070,0101,5084,"Research Methods - Family Std"
FRHD,3070,0102,5085,"Research Methods - Family Std"
FRHD,3070,0103,5086,"Research Methods - Family Std"
FRHD,3070,0104,5087,"Research Methods - Family Std"
FRHD,3070,0105,5088,"Research Methods - Family Std"
FRHD,3070,0106,5089,"Research Methods - Family Std"
FRHD,3070,0107,5090,"Research Methods - Family Std"
FRHD,3070,0108,5091,"Research Methods - Family Std"
FRHD,3180,0101,5092,"Observation & Assessment Lab"
FRHD,3180,0102,5093,"Observation & Assessment Lab"
FRHD,3180,0103,5094,"Observation & Assessment Lab"
FRHD,3200,0101,5095,"Practicum I: Child"
FRHD,3200,0102,5096,"Practicum I: Child"
FRHD,3250,0101,5097,"Practicum: Youth"
FRHD,3290,0101,5098,"Practicum I: Adult Development"
FRHD,3400,0101,5099,"Communication & Couns Skills"
FRHD,3400,0102,5100,"Communication & Couns Skills"
FRHD,3400,0103,5101,"Communication & Couns Skills"
FRHD,3400,0104,5102,"Communication & Couns Skills"
FRHD,3400,0105,5103,"Communication & Couns Skills"
FRHD,3400,0106,5104,"Communication & Couns Skills"
FRHD,3400,0107,5105,"Communication & Couns Skills"
FRHD,3400,0108,5106,"Communication & Couns Skills"
FRHD,3500,01,5107,"Research Internship"
FRHD,4070,01,5108,"Fam. Relations & Human Dvlmt"
FRHD,4190,0101,5109,"Assessment in Gerontology"
FRHD,4210,01,5110,"Senior Sem in Early Edu & Care"
FRHD,4290,01,5111,"Practicum II: Adult Developmt"
FRHD,4310,0101,5113,"Professional Issues"
FRHD,4310,0102,5114,"Professional Issues"
